temp_c,humidity_pct,nutrient_g_l,ph,time_hr,agitation_rpm,growth_index
26.761792699386078,82.42461429620195,11.22614372027681,6.574445249971883,57.138484952060004,149.12197065273264,0.5985968296692723
23.40003973439876,79.99130878940024,11.101542327625156,5.331120744057765,20.954905898871658,223.87946465527722,0.024218653294934507
27.876127989516142,86.06934684763871,9.91002026248366,5.978082929283337,59.81721362338351,161.13131558836938,0.5093821208809317
28.351411790978034,81.87562751398738,13.285448785967501,6.178154047659976,16.045081380962625,40.134178857649076,0.46907506655060716
21.12241202836541,87.7418014996091,12.703938563114278,6.292195857371942,28.444199555328424,43.10516946507566,0.027048495115572405
22.744551232844206,85.35538941317589,7.228050905191746,5.909412158188452,31.273141440994543,74.90247740121592,0.020017767638692494
26.319601007918212,90.17360362189567,7.045422014281927,5.46481540677801,24.366710416919716,129.47447469119248,0.0
25.209393519141045,80.87036867125003,13.274053359617263,5.879562683065825,4.22827014431686,133.55656164534312,0.11506654186074229
25.95799710623928,85.24207521195164,9.554140713616396,5.900496804952136,20.014629531844854,43.69820674201844,0.24765928683521568
23.86739018106605,75.54298341531371,12.906123465300972,5.890762601937968,26.96044200376341,67.634552493182,0.3207827425986347
28.198494937157072,73.18831350752795,14.342794734327565,6.588023436083041,25.326492827813066,71.31105078119879,0.32406565679606114
27.94447983857237,91.65414112335179,8.187141487783322,5.714558888744343,57.41777376045008,109.15519151310643,0.09577529818883852
26.16507674390304,79.7296374105815,7.765388236271445,6.320391709775263,7.221007852480165,239.08172743746448,0.0899509860895983
28.818103017420082,84.43904452689904,17.023295047185886,6.263318814887167,30.448511576556367,64.00877606259314,0.3348524306182425
27.168773355630115,78.98992011529113,13.054712348887378,6.584182030988668,6.551050979402005,61.382530011852715,0.19896766054996348
23.851768842791905,73.30787479264029,10.742278029980188,6.146747251305228,67.28403449677263,52.011582291369336,0.3792459357548882
26.921876960206248,78.08786314065921,9.198178642061208,6.516452386879024,57.73424171811455,158.1326742745339,0.4127334353247616
23.602793497927504,89.48795214214171,10.468677453278161,6.1311119447623605,70.78698874818491,117.51950421869388,0.24457234181222479
28.19612575326818,82.4419205942354,8.428282991660069,6.37375701063392,65.89091615532925,66.2264071098025,0.3402795869928234
25.875185222534366,64.30821472215632,14.65023652227177,5.598823565101104,25.475268503893737,98.23226497330008,0.039938237353140615
25.537844091136847,76.27804434739076,9.669746539181038,5.144688769483556,51.02767203847946,72.50938194253793,0.030435212377486993
24.29767613899015,92.2583503416377,15.280603764648802,6.3510187414263415,24.845677948531772,137.7534768713547,0.22951330902033823
29.056353346685075,76.28962510520036,10.798113240689966,6.372473250415692,64.39836077921443,281.0625964077801,0.5945433619534543
25.613676294827993,63.59617046612655,8.869949449148056,6.390200933260753,31.931195157779214,153.0518643415342,0.08929133253710207
24.929180444592234,93.14439108338036,10.721095235958597,5.9900269940981286,29.560352849487785,114.42068909355818,0.1561426490927123
25.119666123779425,83.45914007850234,4.12749966749575,6.795888900884149,66.15667460786668,80.10147075072284,0.0
27.330772963883373,77.4398971294976,11.63769426997798,6.016048873705191,60.89833955815009,39.39599508690901,0.790942390031456
26.913610160910196,75.02865811134345,11.489642426609525,6.368351607868948,69.71612162877251,164.02138388418211,0.8000611402979814
27.031831528989972,86.65881543833389,14.474228239643903,6.437854490001632,8.521189819062386,160.7612507019792,0.2347610242602307
27.077052507519706,73.66413279819047,6.341085216049862,6.887496063899644,20.547043706642473,92.03394019855163,0.021985701589953433
31.354119002176155,87.18605139612791,15.485599082590642,6.073188152084067,24.458326854959104,192.80003897655712,0.08853825760738274
24.983962459038462,82.33756228579405,14.461797884992968,5.938722837508339,32.85594014492382,121.26641633310508,0.4936599532606723
24.719393177321155,79.9574554038988,15.756130691095988,5.600741846233871,36.17284312450045,166.4856441237081,0.21812227807269693
23.965568179380305,79.16411844268477,11.841835871987588,6.82094680266499,23.820125108538186,137.77182012198068,0.11460408117834624
27.539948556438738,76.60025570628657,15.041690502308267,6.368564362819416,57.75062877386193,109.3718472073417,0.7362209021738042
28.82243073180223,86.36512096167412,7.586267895279285,6.381224442357721,19.18060182498384,62.70692332155078,0.12893275664388815
25.715131355862813,71.07725734318532,14.1391426956136,7.4,51.363177304339686,111.26780445823972,0.0
23.89960880759368,65.02459898535832,9.686511713700163,6.33001789647452,61.92024546026263,170.5230401336908,0.12613585966214108
23.938796960771903,82.9155209831398,7.045794502731191,5.679071437959987,45.05148026285187,89.51189328603438,0.015347924744715247
27.626481969561752,83.04990662453719,8.627578445506918,6.121638570002809,28.082806960711817,146.3844837361907,0.3778423529268665
27.858135428008605,81.84192922009413,12.016593415887812,5.810087036460539,16.776604469372288,55.0358470785598,0.3813862486892671
27.357885670762986,81.2618269569443,9.52710237534719,6.041652642166891,13.135541219451328,166.80350016782148,0.3065566753204284
24.336225731778264,75.43567697329962,13.1282205950874,6.038964158898157,54.60388226213619,138.77648018939772,0.5877649813100929
26.5804033076668,84.2998616350842,6.575287334987948,5.96519024357318,35.90097583567909,47.87335446980994,0.11774269706639698
26.29171452285182,77.63553498596367,5.618707369152415,5.642686997857841,7.149729479381,106.55912858870327,0.0
26.54672149182253,74.10309151347857,16.117162302430728,6.837000653468919,70.90108647209817,175.88645455910216,0.265086995888126
